Reservoir,Site,DateTime,ThermistorTemp_C_1,ThermistorTemp_C_2,ThermistorTemp_C_3,ThermistorTemp_C_4,ThermistorTemp_C_5,ThermistorTemp_C_6,ThermistorTemp_C_7,ThermistorTemp_C_8,ThermistorTemp_C_9,ThermistorTemp_C_10,ThermistorTemp_C_11,ThermistorTemp_C_12,ThermistorTemp_C_13,EXOTemp_C_1,EXOCond_uScm_1,EXOSpCond_uScm_1,EXOTDS_mgL_1,EXODOsat_percent_1,EXODO_mgL_1,EXOChla_RFU_1,EXOChla_ugL_1,EXOBGAPC_RFU_1,EXOBGAPC_ugL_1,EXOfDOM_RFU_1,EXOfDOM_QSU_1,EXOPressure_psi_1,EXODepth_m_1,EXOBattery_V_1,EXOCablepower_V_1,EXOWiper_V_1,EXOTemp_C_9,EXOCond_uScm_9,EXOSpCond_uScm_9,EXOTDS_mgL_9,EXODOsat_percent_9,EXODO_mgL_9,EXOfDOM_RFU_9,EXOfDOM_QSU_9,EXOPressure_psi_9,EXODepth_m_9,EXOBattery_V_9,EXOCablepower_V_9,EXOWiper_V_9,LvlPressure_psi_13,LvlDepth_m_13,LvlTemp_C_13,RECORD,CR3000Battery_V,CR3000Panel_Temp_C,Flag_ThermistorTemp_C_1,Flag_ThermistorTemp_C_2,Flag_ThermistorTemp_C_3,Flag_ThermistorTemp_C_4,Flag_ThermistorTemp_C_5,Flag_ThermistorTemp_C_6,Flag_ThermistorTemp_C_7,Flag_ThermistorTemp_C_8,Flag_ThermistorTemp_C_9,Flag_ThermistorTemp_C_10,Flag_ThermistorTemp_C_11,Flag_ThermistorTemp_C_12,Flag_ThermistorTemp_C_13,Flag_EXOTemp_C_1,Flag_EXOCond_uScm_1,Flag_EXOSpCond_uScm_1,Flag_EXOTDS_mgL_1,Flag_EXODOsat_percent_1,Flag_EXODO_mgL_1,Flag_EXOChla_RFU_1,Flag_EXOChla_ugL_1,Flag_EXOBGAPC_RFU_1,Flag_EXOBGAPC_ugL_1,Flag_EXOfDOM_RFU_1,Flag_EXOfDOM_QSU_1,Flag_EXOPressure_psi_1,Flag_EXODepth_m_1,Flag_EXOBattery_V_1,Flag_EXOCablepower_V_1,Flag_EXOWiper_V_1,Flag_EXOTemp_C_9,Flag_EXOCond_uScm_9,Flag_EXOSpCond_uScm_9,Flag_EXOTDS_mgL_9,Flag_EXODOsat_percent_9,Flag_EXODO_mgL_9,Flag_EXOfDOM_RFU_9,Flag_EXOfDOM_QSU_9,Flag_EXOPressure_psi_9,Flag_EXODepth_m_9,Flag_EXOBattery_V_9,Flag_EXOCablepower_V_9,Flag_EXOWiper_V_9,Flag_LvlPressure_psi_13,Flag_LvlTemp_C_13
CCR,51,2023-01-01 00:00:00,5.685785,5.654596,5.3729189999999996,5.344904,5.296289,5.278528,5.282892,5.265039,5.262109,5.19552,5.188501,5.132013,5.1544739999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.231,62.28,100.06,65.04,91.96,11.67,6.25,19.21,12.5,8.791,2.81,12.31,1.22,27.57097,19.425126913499998,5.141617,13444,13.14,11.22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 00:10:00,5.71737,5.651422,5.375055,5.334344,5.292688,5.281213,5.284326,5.266534,5.254785,5.191919,5.186487,5.128076,5.148523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.222,62.17,99.91,64.94,91.76,11.65,6.26,19.23,12.5,8.79,2.81,12.25,1.21,27.57169,19.425634189500002,5.141574,13445,13.19,11.06,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 00:20:00,5.649255,5.642755,5.374963,5.324854,5.29101,5.279108,5.281549,5.268152,5.257013,5.192468,5.191308,5.129053,5.152216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.217,62.16,99.92,64.95,91.74,11.65,6.26,19.22,12.5,8.791,2.81,12.25,1.22,27.57236,19.426106238,5.144028,13446,13.19,10.92,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 00:30:00,5.700616,5.674127,5.393884,5.324121,5.290582,5.28042,5.281213,5.270898,5.261377,5.198328,5.195581,5.133874,5.155176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.232,62.25,100.02,65.01,91.91,11.67,6.28,19.29,12.5,8.791,2.81,12.26,1.22,27.56745,19.4226468975,5.152534,13447,13.2,10.74,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 00:40:00,5.694757,5.702203,5.612482,5.329431,5.290765,5.279626,5.277551,5.274286,5.2669,5.198755,5.195764,5.142755,5.153802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.232,62.25,100.01,65.01,91.94,11.67,6.26,19.25,12.5,8.79,2.81,12.26,1.22,27.57054,19.424823957,5.147219,13448,13.21,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 00:50:00,5.756982,5.724817,5.572687,5.331872,5.290094,5.281793,5.278955,5.274377,5.271112,5.199731,5.195428,5.148401,5.161096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.233,62.26,100.02,65.01,91.98,11.67,6.28,19.29,12.5,8.788,2.81,12.27,1.22,27.57055,19.4248310025,5.149934,13449,13.17,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 01:00:00,5.790643,5.745142,5.518762,5.336725,5.287836,5.282281,5.2797790000000004,5.275506,5.273218,5.202844,5.195428,5.153864,5.167016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.232,62.24,99.99,65,91.93,11.67,6.25,19.21,12.5,8.791,2.82,12.27,1.22,27.56797,19.4230132635,5.153155,13450,13.16,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 01:10:00,5.795434,5.772028,5.519006,5.339929,5.290277,5.280054,5.280481,5.274622,5.269464,5.204187,5.199243,5.152002,5.163721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.233,62.24,99.99,65,92.17,11.7,6.27,19.26,12.51,8.794,2.81,12.26,1.22,27.57198,19.425838509000002,5.157807,13451,13.16,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 01:20:00,5.812189,5.776666,5.534692,5.33996,5.289362,5.27804,5.276666,5.272852,5.271112,5.205957,5.201227,5.152216,5.168848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.232,62.23,99.97,64.98,92.5,11.74,6.26,19.24,12.5,8.791,2.81,12.26,1.21,27.56861,19.4234641755,5.15785,13452,13.16,10.73,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 01:30:00,5.823999,5.787042,5.415246,5.330316,5.289422,5.277398,5.278711,5.272821,5.271631,5.2091,5.206293,5.1547790000000004,5.172052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.233,62.18,99.9,64.94,92.62,11.75,6.23,19.15,12.5,8.79,2.81,12.26,1.22,27.56798,19.423020308999998,5.156839,13453,13.16,10.73,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 01:40:00,5.827752,5.782373,5.522333,5.32586,5.289362,5.276452,5.27984,5.27511,5.271906,5.219537,5.208459,5.157953,5.175348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.233,62.12,99.8,64.87,92.71,11.77,6.22,19.12,12.5,8.792,2.81,12.32,1.22,27.56993,19.4243941815,5.15421,13454,13.16,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 01:50:00,5.822382,5.763422,5.58761,5.330224,5.291101,5.277765,5.27749,5.274225,5.271264,5.216608,5.198114,5.156732,5.172723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,62.26,100.01,65.01,92.85,11.78,6.24,19.16,12.5,8.79,2.81,12.32,1.22,27.57173,19.4256623715,5.153762,13455,13.16,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 02:00:00,5.84591,5.821527,5.711298,5.432733,5.293451,5.281396,5.279382,5.27688,5.272943,5.215906,5.213556,5.159356,5.16955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.248,62.4,100.2,65.13,91.92,11.66,6.22,19.1,12.5,8.79,2.82,12.32,1.21,27.57284,19.426444422,5.155553,13456,13.16,10.81,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 02:10:00,5.843591,5.862543,5.860925,5.550104,5.293695,5.280939,5.279535,5.276514,5.274042,5.2166689999999996,5.217096,5.163232,5.167962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.251,62.44,100.25,65.16,91.86,11.65,6.23,19.14,12.51,8.794,2.81,12.31,1.22,27.5709,19.425077595,5.155842,13457,13.16,10.91,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 02:20:00,5.868677,5.883417,5.900903,5.760339,5.381036,5.294031,5.278192,5.275781,5.272912,5.222253,5.2203,5.16842,5.171564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.249,62.32,100.07,65.05,92.17,11.69,6.24,19.16,12.51,8.795,2.81,12.26,1.21,27.57114,19.425246687,5.155119,13458,13.15,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 02:30:00,5.860864,5.890954,5.907068,5.86654,5.6336,5.564081,5.287134,5.275171,5.272729,5.236627,5.23324,5.17312,5.1849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.239,62.22,99.93,64.96,92.9,11.79,6.23,19.14,12.51,8.797,2.82,12.25,1.21,27.56969,19.424225089500002,5.159512,13459,13.2,11.21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 02:40:00,5.87008,5.868921,5.910333,5.880365,5.788507,5.651514,5.586389,5.283105,5.281122,5.248132,5.239068,5.180261,5.177881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27,62.41,100.16,65.1,92.6,11.74,6.22,19.12,12.51,8.799,2.81,12.25,1.22,27.57044,19.424753502,5.166462,13460,13.19,11.36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 02:50:00,5.865656,5.868768,5.886346,5.886102,5.85766,5.674341,5.607385,5.475916,5.289606,5.251123,5.242303,5.19964,5.182977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28,62.47,100.21,65.14,92.87,11.77,6.23,19.15,12.52,8.801,2.81,12.25,1.22,27.56954,19.424119407,5.17476,13461,13.19,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 03:00:00,5.822046,5.856256,5.870966,5.869501,5.830926,5.741724,5.604516,5.530725,5.291376,5.251459,5.245202,5.208063,5.189508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.276,62.32,99.98,64.99,93.02,11.79,6.23,19.13,12.52,8.801,2.81,12.25,1.22,27.57058,19.424852139,5.177898,13462,13.19,11.78,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 03:10:00,5.835962,5.839258,5.849054,5.838006,5.79815,5.74151,5.639948,5.53338,5.297876,5.254175,5.254663,5.226312,5.193262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.274,62.37,100.08,65.05,93.31,11.83,6.22,19.11,12.52,8.802,2.81,12.25,1.21,27.57077,19.4249860035,5.178057,13463,13.19,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 03:20:00,5.81933,5.807153,5.823877,5.817896,5.77987,5.6866390000000004,5.601953,5.447626,5.2954040000000004,5.259851,5.257928,5.227868,5.187646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.274,62.31,99.97,64.98,93.55,11.86,6.23,19.15,12.52,8.801,2.81,12.24,1.23,27.56878,19.423583949,5.159295,13464,13.14,11.83,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 03:30:00,5.809534,5.794458,5.804742,5.807489,5.773126,5.748987,5.469354,5.360528,5.292657,5.262476,5.255853,5.227014,5.173852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.255,62.36,100.12,65.07,92.91,11.78,6.23,19.14,12.52,8.802,2.82,12.24,1.22,27.56979,19.4242955445,5.151826,13465,13.14,11.81,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 03:40:00,5.81466,5.795343,5.795953,5.796808,5.772333,5.75393,5.3854,5.311182,5.285944,5.25918,5.249872,5.199182,5.166132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.261,62.59,100.47,65.31,91.86,11.65,6.24,19.16,12.52,8.799,2.81,12.28,1.22,27.57195,19.425817372500003,5.15499,13466,13.14,11.85,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 03:50:00,5.798944,5.797235,5.806207,5.802728,5.773187,5.764032,5.41427,5.298059,5.285211,5.254053,5.239068,5.18432,5.16369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.254,62.36,100.12,65.08,92.37,11.72,6.24,19.16,12.51,8.798,2.81,12.3,1.21,27.56883,19.4236191765,5.146873,13467,13.13,11.87,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 04:00:00,5.816278,5.799676,5.809839,5.800012,5.769739,5.419153,5.322839,5.284875,5.278375,5.2474,5.232202,5.17547,5.156854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.255,62.54,100.4,65.26,91.68,11.63,6.24,19.18,12.52,8.8,2.81,12.25,1.22,27.56901,19.4237459955,5.148303,13468,13.13,11.92,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 04:10:00,5.818109,5.800043,5.814844,5.801446,5.667535,5.35824,5.317468,5.282983,5.275415,5.241724,5.236383,5.172815,5.156732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.242,62.31,100.07,65.04,92,11.67,6.23,19.13,12.51,8.798,2.81,12.25,1.21,27.56954,19.424119407,5.146699,13469,13.13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 04:20:00,5.827173,5.800744,5.811487,5.806787,5.663171,5.361871,5.32113,5.279413,5.273004,5.236383,5.233087,5.1643,5.158197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.251,62.47,100.3,65.2,92.03,11.67,6.23,19.15,12.51,8.798,2.81,12.27,1.22,27.57196,19.425824418,5.148577,13470,13.13,12.04,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 04:30:00,5.77923,5.801263,5.797571,5.791986,5.67132,5.343286,5.319757,5.281915,5.269159,5.231531,5.216577,5.161066,5.159326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.256,62.48,100.31,65.2,91.9,11.66,6.25,19.19,12.51,8.795,2.81,12.27,1.21,27.56886,19.423640313,5.147364,13471,13.13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 04:40:00,5.66961,5.631616,5.488367,5.528589,5.359735,5.281915,5.272241,5.254144,5.253046,5.201501,5.189966,5.155298,5.157404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.211,62.06,99.77,64.85,92.48,11.74,6.28,19.28,12.51,8.794,2.81,12.24,1.21,27.54861,19.4093731755,5.147017,13472,13.17,11.93,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 04:50:00,5.653284,5.643884,5.36654,5.379999,5.318323,5.272516,5.265771,5.245966,5.244897,5.183344,5.181543,5.154321,5.163721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.193,61.99,99.71,64.81,92.43,11.74,6.27,19.25,12.51,8.794,2.81,12.24,1.22,27.549,19.40964795,5.147667,13473,13.18,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 05:00:00,5.670862,5.592462,5.394372,5.340875,5.301843,5.281335,5.275598,5.259912,5.250696,5.215875,5.188135,5.149469,5.156793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,62.04,99.74,64.83,92.77,11.78,6.26,19.23,12.51,8.797,2.81,12.24,1.22,27.54787,19.4088518085,5.150107,13474,13.18,11.78,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 05:10:00,5.690759,5.673852,5.669427,5.64422,5.629999,5.648798,5.666406,5.383417,5.270959,5.235864,5.230646,5.159509,5.1544739999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.228,62.23,99.99,64.99,92.72,11.77,6.25,19.21,12.51,8.797,2.81,12.24,1.23,27.54895,19.4096127225,5.148894,13475,13.18,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 05:20:00,5.778222,5.713952,5.728143,5.691583,5.647852,5.649255,5.43905,5.301233,5.278131,5.23797,5.230798,5.167474,5.159448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.239,62.32,100.11,65.07,91.8,11.65,6.26,19.23,12.52,8.799,2.81,12.24,1.22,27.54812,19.409027946000002,5.153487,13476,13.14,11.57,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 05:30:00,5.866052,5.787836,5.809045,5.760431,5.59585,5.343378,5.306756,5.273553,5.272485,5.219385,5.22085,5.163812,5.164697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,62.23,99.98,64.99,92.31,11.72,6.25,19.19,12.52,8.802,2.81,12.24,1.22,27.5497,19.410141135,5.159526,13477,13.14,11.46,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 05:40:00,5.895074,5.825006,5.864954,5.780359,5.463586,5.289178,5.278772,5.259851,5.256494,5.205346,5.213983,5.1643,5.167352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.222,62.09,99.78,64.86,92.93,11.8,6.25,19.2,12.52,8.8,2.81,12.25,1.21,27.55127,19.4112472785,5.159887,13478,13.14,11.37,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 05:50:00,5.923181,5.846948,5.918604,5.856897,5.388055,5.273981,5.271966,5.250482,5.246362,5.204278,5.208948,5.162683,5.165887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.224,62.13,99.85,64.9,92.71,11.77,6.26,19.23,12.51,8.799,2.81,12.24,1.22,27.54721,19.4083868055,5.154802,13479,13.14,11.28,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 06:00:00,5.924982,5.886804,5.917718,5.672601,5.317956,5.271509,5.266992,5.241296,5.23797,5.201837,5.201318,5.162592,5.164209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.214,62.06,99.76,64.85,92.31,11.72,6.26,19.24,12.51,8.798,2.81,12.29,1.22,27.5492,19.40978886,5.161795,13480,13.15,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 06:10:00,5.917291,5.902338,5.913751,5.676935,5.31466,5.268579,5.267999,5.238,5.24505,5.202173,5.201318,5.161249,5.171502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.201,62,99.7,64.81,92.18,11.71,6.25,19.2,12.52,8.804,2.81,12.32,1.22,27.55035,19.4105990925,5.159381,13481,13.15,11.13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 06:20:00,5.937768,5.908197,5.922235,5.744714,5.520349,5.277368,5.266107,5.242639,5.243219,5.202356,5.202844,5.154992,5.177179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.205,61.99,99.68,64.79,93,11.81,6.27,19.25,12.53,8.806,2.81,12.32,1.22,27.54955,19.4100354525,5.154961,13482,13.15,11.05,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 06:30:00,5.931604,5.917535,5.917413,5.818414,5.604211,5.276788,5.261652,5.240838,5.243554,5.204614,5.203332,5.15011,5.179895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.204,61.98,99.67,64.78,93.18,11.84,6.25,19.19,12.53,8.808,2.81,12.31,1.22,27.54967,19.4101199985,5.158702,13483,13.15,10.93,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR,51,2023-01-01 06:40:00,5.942377,5.933496,5.93844,5.777124,5.603937,5.280481,5.260736,5.239343,5.24096,5.203668,5.205408,5.151239,5.167871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.204,61.96,99.63,64.76,93.51,11.88,6.24,19.19,12.53,8.810001,2.81,12.33,1.22,27.54986,19.410253863,5.157503,13484,13.15,10.82,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
